Dataset,k,Feature Weighting Method,Selection Method,Distance Metric,r (if Minkowski),Accuracy,Time (seconds)
balance_9,7,eq_weight,idw,minkowski,2,0.7704918032786885,0.16241073608398438
balance_9,7,eq_weight,idw,hamming,,0.7704918032786885,0.08285021781921387
balance_9,7,eq_weight,sheppard,minkowski,1,0.7704918032786885,0.16350388526916504
balance_9,7,eq_weight,sheppard,minkowski,2,0.7704918032786885,0.16420292854309082
balance_9,7,eq_weight,sheppard,hamming,,0.7704918032786885,0.08273458480834961
balance_9,7,information_gain,majority,minkowski,1,0.47540983606557374,0.19735002517700195
balance_9,7,information_gain,majority,minkowski,2,0.47540983606557374,0.19994711875915527
balance_9,7,information_gain,majority,hamming,,0.7540983606557377,0.11601519584655762
balance_9,7,information_gain,idw,minkowski,1,0.7540983606557377,0.2022109031677246
balance_9,7,information_gain,idw,minkowski,2,0.7049180327868853,0.20282196998596191
balance_9,7,information_gain,idw,hamming,,0.7704918032786885,0.11913371086120605
balance_9,7,information_gain,sheppard,minkowski,1,0.6229508196721312,0.2018570899963379
balance_9,7,information_gain,sheppard,minkowski,2,0.6065573770491803,0.20214533805847168
balance_9,7,information_gain,sheppard,hamming,,0.6885245901639344,0.11817741394042969
balance_9,7,chi2,majority,minkowski,1,0.8032786885245902,0.16595458984375
balance_9,7,chi2,majority,minkowski,2,0.7540983606557377,0.16476655006408691
balance_9,7,chi2,majority,hamming,,0.7704918032786885,0.08234882354736328
balance_9,7,chi2,idw,minkowski,1,0.819672131147541,0.16727566719055176
balance_9,7,chi2,idw,minkowski,2,0.8032786885245902,0.16843676567077637
balance_9,7,chi2,idw,hamming,,0.7704918032786885,0.08315515518188477
balance_9,7,chi2,sheppard,minkowski,1,0.7377049180327869,0.16806530952453613
balance_9,7,chi2,sheppard,minkowski,2,0.7377049180327869,0.1683492660522461
balance_9,7,chi2,sheppard,hamming,,0.7704918032786885,0.08519911766052246
sick_0,1,eq_weight,majority,minkowski,1,0.875,3.759308338165283
sick_0,1,eq_weight,majority,minkowski,2,0.8484848484848485,3.7408547401428223
sick_0,1,eq_weight,majority,hamming,,0.928030303030303,1.7736976146697998
sick_0,1,eq_weight,idw,minkowski,1,0.875,3.7101361751556396
sick_0,1,eq_weight,idw,minkowski,2,0.8484848484848485,3.692413568496704
sick_0,1,eq_weight,idw,hamming,,0.928030303030303,1.7916746139526367
sick_0,1,eq_weight,sheppard,minkowski,1,0.875,3.7898690700531006
sick_0,1,eq_weight,sheppard,minkowski,2,0.8484848484848485,3.7183616161346436
sick_0,1,eq_weight,sheppard,hamming,,0.928030303030303,1.795952320098877
sick_0,1,information_gain,majority,minkowski,1,0.928030303030303,3.87483811378479
sick_0,1,information_gain,majority,minkowski,2,0.928030303030303,3.823345899581909
sick_0,1,information_gain,majority,hamming,,0.9204545454545454,1.9023432731628418
sick_0,1,information_gain,idw,minkowski,1,0.928030303030303,3.7879462242126465
sick_0,1,information_gain,idw,minkowski,2,0.928030303030303,3.773118019104004
sick_0,1,information_gain,idw,hamming,,0.9356060606060606,1.8719711303710938
sick_0,1,information_gain,sheppard,minkowski,1,0.928030303030303,3.815638780593872
sick_0,1,information_gain,sheppard,minkowski,2,0.928030303030303,3.839062213897705
sick_0,1,information_gain,sheppard,hamming,,0.9318181818181818,1.8828423023223877
sick_0,1,chi2,majority,minkowski,1,0.946969696969697,3.7210962772369385
sick_0,1,chi2,majority,minkowski,2,0.9166666666666666,3.716487407684326
sick_0,1,chi2,majority,hamming,,0.928030303030303,1.8291044235229492
sick_0,1,chi2,idw,minkowski,1,0.946969696969697,3.7463650703430176
sick_0,1,chi2,idw,minkowski,2,0.9166666666666666,3.74716854095459
sick_0,1,chi2,idw,hamming,,0.928030303030303,1.7655959129333496
sick_0,1,chi2,sheppard,minkowski,1,0.946969696969697,3.6997203826904297
sick_0,1,chi2,sheppard,minkowski,2,0.9166666666666666,3.701521873474121
sick_0,1,chi2,sheppard,hamming,,0.928030303030303,1.798234224319458
sick_0,3,eq_weight,majority,minkowski,1,0.9128787878787878,3.7830440998077393
sick_0,3,eq_weight,majority,minkowski,2,0.8333333333333334,3.7132368087768555
sick_0,3,eq_weight,majority,hamming,,0.946969696969697,1.8071022033691406
sick_0,3,eq_weight,idw,minkowski,1,0.9128787878787878,3.7581939697265625
sick_0,3,eq_weight,idw,minkowski,2,0.8409090909090909,3.6992833614349365
sick_0,3,eq_weight,idw,hamming,,0.946969696969697,1.7987926006317139
sick_0,3,eq_weight,sheppard,minkowski,1,0.9166666666666666,3.7326927185058594
sick_0,3,eq_weight,sheppard,minkowski,2,0.8333333333333334,3.6979174613952637
sick_0,3,eq_weight,sheppard,hamming,,0.9393939393939394,1.77298903465271
sick_0,3,information_gain,majority,minkowski,1,0.928030303030303,3.822892665863037
sick_0,3,information_gain,majority,minkowski,2,0.928030303030303,3.843461751937866
sick_0,3,information_gain,majority,hamming,,0.9545454545454546,1.8816559314727783
sick_0,3,information_gain,idw,minkowski,1,0.928030303030303,3.867938756942749
sick_0,3,information_gain,idw,minkowski,2,0.928030303030303,3.835033893585205
sick_0,3,information_gain,idw,hamming,,0.9583333333333334,1.8948633670806885
sick_0,3,information_gain,sheppard,minkowski,1,0.928030303030303,3.880949020385742
sick_0,3,information_gain,sheppard,minkowski,2,0.928030303030303,3.870880126953125
sick_0,3,information_gain,sheppard,hamming,,0.9545454545454546,1.8970961570739746
sick_0,3,chi2,majority,minkowski,1,0.9507575757575758,3.7276883125305176
sick_0,3,chi2,majority,minkowski,2,0.9242424242424242,3.7679643630981445
sick_0,3,chi2,majority,hamming,,0.946969696969697,1.789757490158081
sick_0,3,chi2,idw,minkowski,1,0.9621212121212122,3.7408697605133057
sick_0,3,chi2,idw,minkowski,2,0.9507575757575758,3.7462990283966064
sick_0,3,chi2,idw,hamming,,0.946969696969697,1.8004372119903564
sick_0,3,chi2,sheppard,minkowski,1,0.9621212121212122,3.773869752883911
sick_0,3,chi2,sheppard,minkowski,2,0.9356060606060606,3.7840943336486816
sick_0,3,chi2,sheppard,hamming,,0.9393939393939394,1.8222224712371826
sick_0,5,eq_weight,majority,minkowski,1,0.8939393939393939,3.721356153488159
sick_0,5,eq_weight,majority,minkowski,2,0.8522727272727273,3.738818883895874
sick_0,5,eq_weight,majority,hamming,,0.9393939393939394,1.7859127521514893
sick_0,5,eq_weight,idw,minkowski,1,0.9053030303030303,3.762361526489258
sick_0,5,eq_weight,idw,minkowski,2,0.8484848484848485,3.779277801513672
sick_0,5,eq_weight,idw,hamming,,0.9393939393939394,1.824383020401001
sick_0,5,eq_weight,sheppard,minkowski,1,0.8939393939393939,3.77457594871521
sick_0,5,eq_weight,sheppard,minkowski,2,0.8446969696969697,3.753146171569824
sick_0,5,eq_weight,sheppard,hamming,,0.9431818181818182,1.8073451519012451
sick_0,5,information_gain,majority,minkowski,1,0.928030303030303,3.867335319519043
sick_0,5,information_gain,majority,minkowski,2,0.928030303030303,3.770212411880493
sick_0,5,information_gain,majority,hamming,,0.9507575757575758,1.8802564144134521
sick_0,5,information_gain,idw,minkowski,1,0.928030303030303,3.840893030166626
sick_0,5,information_gain,idw,minkowski,2,0.928030303030303,3.88215708732605
sick_0,5,information_gain,idw,hamming,,0.9621212121212122,1.892864465713501
sick_0,5,information_gain,sheppard,minkowski,1,0.928030303030303,3.8453426361083984
sick_0,5,information_gain,sheppard,minkowski,2,0.928030303030303,3.877936363220215
sick_0,5,information_gain,sheppard,hamming,,0.9507575757575758,1.9029326438903809
sick_0,5,chi2,majority,minkowski,1,0.9393939393939394,3.80047345161438
sick_0,5,chi2,majority,minkowski,2,0.9204545454545454,3.73818039894104
sick_0,5,chi2,majority,hamming,,0.9393939393939394,1.7873806953430176
sick_0,5,chi2,idw,minkowski,1,0.946969696969697,3.6992311477661133
sick_0,5,chi2,idw,minkowski,2,0.9431818181818182,3.7520453929901123
sick_0,5,chi2,idw,hamming,,0.9393939393939394,1.8108925819396973
sick_0,5,chi2,sheppard,minkowski,1,0.946969696969697,3.725135087966919
sick_0,5,chi2,sheppard,minkowski,2,0.9242424242424242,3.778465509414673
sick_0,5,chi2,sheppard,hamming,,0.9431818181818182,1.8046374320983887
sick_0,7,eq_weight,majority,minkowski,1,0.875,3.780089855194092
sick_0,7,eq_weight,majority,minkowski,2,0.8522727272727273,3.773073196411133
sick_0,7,eq_weight,majority,hamming,,0.9545454545454546,1.7929847240447998
sick_0,7,eq_weight,idw,minkowski,1,0.8901515151515151,3.746381998062134
sick_0,7,eq_weight,idw,minkowski,2,0.9053030303030303,3.71903395652771
sick_0,7,eq_weight,idw,hamming,,0.9545454545454546,1.7951030731201172
sick_0,7,eq_weight,sheppard,minkowski,1,0.875,3.7404987812042236
sick_0,7,eq_weight,sheppard,minkowski,2,0.8446969696969697,3.7237062454223633
sick_0,7,eq_weight,sheppard,hamming,,0.9431818181818182,1.7907392978668213
sick_0,7,information_gain,majority,minkowski,1,0.928030303030303,3.868769645690918
sick_0,7,information_gain,majority,minkowski,2,0.928030303030303,3.818751811981201
sick_0,7,information_gain,majority,hamming,,0.9696969696969697,1.8955373764038086
sick_0,7,information_gain,idw,minkowski,1,0.928030303030303,3.886638641357422
sick_0,7,information_gain,idw,minkowski,2,0.928030303030303,3.8293540477752686
sick_0,7,information_gain,idw,hamming,,0.9507575757575758,1.8893322944641113
sick_0,7,information_gain,sheppard,minkowski,1,0.928030303030303,3.785447835922241
sick_0,7,information_gain,sheppard,minkowski,2,0.928030303030303,3.800504207611084
sick_0,7,information_gain,sheppard,hamming,,0.9583333333333334,1.9073724746704102
sick_0,7,chi2,majority,minkowski,1,0.9621212121212122,3.7213168144226074
sick_0,7,chi2,majority,minkowski,2,0.9242424242424242,3.7582437992095947
sick_0,7,chi2,majority,hamming,,0.9545454545454546,1.7876105308532715
sick_0,7,chi2,idw,minkowski,1,0.9583333333333334,3.7444727420806885
sick_0,7,chi2,idw,minkowski,2,0.9318181818181818,3.7435848712921143
sick_0,7,chi2,idw,hamming,,0.9545454545454546,1.8112428188323975
sick_0,7,chi2,sheppard,minkowski,1,0.9621212121212122,3.7542314529418945
sick_0,7,chi2,sheppard,minkowski,2,0.9318181818181818,3.688793897628784
sick_0,7,chi2,sheppard,hamming,,0.9431818181818182,1.7849705219268799
sick_1,1,eq_weight,majority,minkowski,1,0.8538461538461538,3.6454906463623047
sick_1,1,eq_weight,majority,minkowski,2,0.9076923076923077,3.61834454536438
sick_1,1,eq_weight,majority,hamming,,0.9153846153846154,1.7343969345092773
sick_1,1,eq_weight,idw,minkowski,1,0.8538461538461538,3.7200570106506348
sick_1,1,eq_weight,idw,minkowski,2,0.9076923076923077,3.683938503265381
sick_1,1,eq_weight,idw,hamming,,0.9153846153846154,1.7669291496276855
sick_1,1,eq_weight,sheppard,minkowski,1,0.8538461538461538,3.63137149810791
sick_1,1,eq_weight,sheppard,minkowski,2,0.9076923076923077,3.671990394592285
sick_1,1,eq_weight,sheppard,hamming,,0.9153846153846154,1.750115156173706
sick_1,1,information_gain,majority,minkowski,1,0.9153846153846154,3.7091140747070312
sick_1,1,information_gain,majority,minkowski,2,0.9153846153846154,3.726417303085327
sick_1,1,information_gain,majority,hamming,,0.9192307692307692,1.853748083114624
sick_1,1,information_gain,idw,minkowski,1,0.9153846153846154,3.77349853515625
sick_1,1,information_gain,idw,minkowski,2,0.9153846153846154,3.79006290435791
sick_1,1,information_gain,idw,hamming,,0.9192307692307692,1.8772521018981934
sick_1,1,information_gain,sheppard,minkowski,1,0.9153846153846154,3.827813148498535
sick_1,1,information_gain,sheppard,minkowski,2,0.9153846153846154,3.732767105102539
sick_1,1,information_gain,sheppard,hamming,,0.9384615384615385,1.8519506454467773
sick_1,1,chi2,majority,minkowski,1,0.926923076923077,3.653402328491211
sick_1,1,chi2,majority,minkowski,2,0.9307692307692308,3.616389513015747
sick_1,1,chi2,majority,hamming,,0.9153846153846154,1.766801118850708
sick_1,1,chi2,idw,minkowski,1,0.926923076923077,3.6732497215270996
sick_1,1,chi2,idw,minkowski,2,0.9307692307692308,3.6515121459960938
sick_1,1,chi2,idw,hamming,,0.9153846153846154,1.7632625102996826
sick_1,1,chi2,sheppard,minkowski,1,0.926923076923077,3.672743558883667
sick_1,1,chi2,sheppard,minkowski,2,0.9307692307692308,3.6836390495300293
sick_1,1,chi2,sheppard,hamming,,0.9153846153846154,1.7590346336364746
sick_1,3,eq_weight,majority,minkowski,1,0.8653846153846154,3.6684324741363525
sick_1,3,eq_weight,majority,minkowski,2,0.8153846153846154,3.6673450469970703
sick_1,3,eq_weight,majority,hamming,,0.9346153846153846,1.7418289184570312
sick_1,3,eq_weight,idw,minkowski,1,0.8769230769230769,3.6329026222229004
sick_1,3,eq_weight,idw,minkowski,2,0.7846153846153846,3.6917223930358887
sick_1,3,eq_weight,idw,hamming,,0.9346153846153846,1.7589998245239258
sick_1,3,eq_weight,sheppard,minkowski,1,0.8692307692307693,3.6860358715057373
sick_1,3,eq_weight,sheppard,minkowski,2,0.8192307692307692,3.6449220180511475
sick_1,3,eq_weight,sheppard,hamming,,0.9384615384615385,1.7652111053466797
sick_1,3,information_gain,majority,minkowski,1,0.9153846153846154,3.787328004837036
sick_1,3,information_gain,majority,minkowski,2,0.9153846153846154,3.7886650562286377
sick_1,3,information_gain,majority,hamming,,0.9307692307692308,1.8837244510650635
sick_1,3,information_gain,idw,minkowski,1,0.9153846153846154,3.7744181156158447
sick_1,3,information_gain,idw,minkowski,2,0.9153846153846154,3.7402970790863037
sick_1,3,information_gain,idw,hamming,,0.9423076923076923,1.8513596057891846
sick_1,3,information_gain,sheppard,minkowski,1,0.9153846153846154,3.766237497329712
sick_1,3,information_gain,sheppard,minkowski,2,0.9153846153846154,3.809507131576538
sick_1,3,information_gain,sheppard,hamming,,0.9576923076923077,1.8676199913024902
sick_1,3,chi2,majority,minkowski,1,0.9346153846153846,3.6631019115448
sick_1,3,chi2,majority,minkowski,2,0.9423076923076923,3.6674747467041016
sick_1,3,chi2,majority,hamming,,0.9346153846153846,1.7833023071289062
sick_1,3,chi2,idw,minkowski,1,0.9461538461538461,3.644167900085449
sick_1,3,chi2,idw,minkowski,2,0.9461538461538461,3.7004199028015137
sick_1,3,chi2,idw,hamming,,0.9346153846153846,1.7471060752868652
sick_1,3,chi2,sheppard,minkowski,1,0.9384615384615385,3.616666078567505
sick_1,3,chi2,sheppard,minkowski,2,0.9461538461538461,3.633418321609497
sick_1,3,chi2,sheppard,hamming,,0.9384615384615385,1.7549278736114502
sick_1,5,eq_weight,majority,minkowski,1,0.8730769230769231,3.613313674926758
sick_1,5,eq_weight,majority,minkowski,2,0.823076923076923,3.675105571746826
sick_1,5,eq_weight,majority,hamming,,0.9346153846153846,1.7796123027801514
sick_1,5,eq_weight,idw,minkowski,1,0.8807692307692307,3.7099125385284424
sick_1,5,eq_weight,idw,minkowski,2,0.8269230769230769,3.7035319805145264
sick_1,5,eq_weight,idw,hamming,,0.9346153846153846,1.7784178256988525
sick_1,5,eq_weight,sheppard,minkowski,1,0.8730769230769231,3.684821605682373
sick_1,5,eq_weight,sheppard,minkowski,2,0.823076923076923,3.6194071769714355
sick_1,5,eq_weight,sheppard,hamming,,0.9423076923076923,1.7501730918884277
sick_1,5,information_gain,majority,minkowski,1,0.9153846153846154,3.7767813205718994
sick_1,5,information_gain,majority,minkowski,2,0.9153846153846154,3.7836313247680664
sick_1,5,information_gain,majority,hamming,,0.9461538461538461,1.8487324714660645
sick_1,5,information_gain,idw,minkowski,1,0.9153846153846154,3.779752492904663
sick_1,5,information_gain,idw,minkowski,2,0.9153846153846154,3.781033992767334
sick_1,5,information_gain,idw,hamming,,0.9461538461538461,1.857196569442749
sick_1,5,information_gain,sheppard,minkowski,1,0.9153846153846154,3.8218183517456055
sick_1,5,information_gain,sheppard,minkowski,2,0.9153846153846154,3.7744898796081543
sick_1,5,information_gain,sheppard,hamming,,0.95,1.838282823562622
sick_1,5,chi2,majority,minkowski,1,0.95,3.6571595668792725
sick_1,5,chi2,majority,minkowski,2,0.926923076923077,3.6749181747436523
sick_1,5,chi2,majority,hamming,,0.9346153846153846,1.7672724723815918
sick_1,5,chi2,idw,minkowski,1,0.9538461538461539,3.6669232845306396
sick_1,5,chi2,idw,minkowski,2,0.95,3.694242238998413
sick_1,5,chi2,idw,hamming,,0.9346153846153846,1.817497730255127
sick_1,5,chi2,sheppard,minkowski,1,0.9538461538461539,3.686537265777588
sick_1,5,chi2,sheppard,minkowski,2,0.95,3.69245982170105
sick_1,5,chi2,sheppard,hamming,,0.9423076923076923,1.7643442153930664
sick_1,7,eq_weight,majority,minkowski,1,0.8846153846153846,3.622541666030884
sick_1,7,eq_weight,majority,minkowski,2,0.8192307692307692,3.622480630874634
sick_1,7,eq_weight,majority,hamming,,0.9384615384615385,1.7382605075836182
sick_1,7,eq_weight,idw,minkowski,1,0.9076923076923077,3.677372455596924
sick_1,7,eq_weight,idw,minkowski,2,0.8846153846153846,3.654545783996582
sick_1,7,eq_weight,idw,hamming,,0.9384615384615385,1.7797660827636719
sick_1,7,eq_weight,sheppard,minkowski,1,0.8846153846153846,3.677027463912964
sick_1,7,eq_weight,sheppard,minkowski,2,0.8192307692307692,3.6829495429992676
sick_1,7,eq_weight,sheppard,hamming,,0.9461538461538461,1.7732160091400146
sick_1,7,information_gain,majority,minkowski,1,0.9153846153846154,3.797240972518921
sick_1,7,information_gain,majority,minkowski,2,0.9153846153846154,3.7696855068206787
sick_1,7,information_gain,majority,hamming,,0.9461538461538461,1.8328840732574463
sick_1,7,information_gain,idw,minkowski,1,0.9153846153846154,3.7403314113616943
sick_1,7,information_gain,idw,minkowski,2,0.9153846153846154,3.80049991607666
sick_1,7,information_gain,idw,hamming,,0.9307692307692308,1.871333360671997
sick_1,7,information_gain,sheppard,minkowski,1,0.9153846153846154,3.79060435295105
sick_1,7,information_gain,sheppard,minkowski,2,0.9153846153846154,3.7745494842529297
sick_1,7,information_gain,sheppard,hamming,,0.9423076923076923,1.8773112297058105
sick_1,7,chi2,majority,minkowski,1,0.9538461538461539,3.6873812675476074
sick_1,7,chi2,majority,minkowski,2,0.9384615384615385,3.7052738666534424
sick_1,7,chi2,majority,hamming,,0.9384615384615385,1.7681543827056885
sick_1,7,chi2,idw,minkowski,1,0.9615384615384616,3.6662404537200928
sick_1,7,chi2,idw,minkowski,2,0.9423076923076923,3.578451633453369
sick_1,7,chi2,idw,hamming,,0.9384615384615385,1.753392219543457
sick_1,7,chi2,sheppard,minkowski,1,0.9538461538461539,3.6640594005584717
sick_1,7,chi2,sheppard,minkowski,2,0.95,3.6203863620758057
sick_1,7,chi2,sheppard,hamming,,0.9461538461538461,1.7581939697265625
sick_2,1,eq_weight,majority,minkowski,1,0.8079710144927537,3.8452951908111572
sick_2,1,eq_weight,majority,minkowski,2,0.9130434782608695,3.821927547454834
sick_2,1,eq_weight,majority,hamming,,0.9239130434782609,1.8617868423461914
sick_2,1,eq_weight,idw,minkowski,1,0.8079710144927537,3.8741073608398438
sick_2,1,eq_weight,idw,minkowski,2,0.9130434782608695,3.8109116554260254
sick_2,1,eq_weight,idw,hamming,,0.9239130434782609,1.8059437274932861
sick_2,1,eq_weight,sheppard,minkowski,1,0.8079710144927537,3.798565626144409
sick_2,1,eq_weight,sheppard,minkowski,2,0.9130434782608695,3.881500720977783
sick_2,1,eq_weight,sheppard,hamming,,0.9239130434782609,1.8580811023712158
sick_2,1,information_gain,majority,minkowski,1,0.9202898550724637,4.011061906814575
sick_2,1,information_gain,majority,minkowski,2,0.9202898550724637,3.9792089462280273
sick_2,1,information_gain,majority,hamming,,0.9492753623188406,1.978325366973877
sick_2,1,information_gain,idw,minkowski,1,0.9202898550724637,3.9852497577667236
sick_2,1,information_gain,idw,minkowski,2,0.9202898550724637,3.9792978763580322
sick_2,1,information_gain,idw,hamming,,0.9347826086956522,1.941922903060913
sick_2,1,information_gain,sheppard,minkowski,1,0.9202898550724637,3.911820888519287
sick_2,1,information_gain,sheppard,minkowski,2,0.9202898550724637,3.9609363079071045
sick_2,1,information_gain,sheppard,hamming,,0.9239130434782609,1.960500955581665
sick_2,1,chi2,majority,minkowski,1,0.9057971014492754,3.9198338985443115
sick_2,1,chi2,majority,minkowski,2,0.9239130434782609,3.8999314308166504
sick_2,1,chi2,majority,hamming,,0.9239130434782609,1.869950294494629
sick_2,1,chi2,idw,minkowski,1,0.9057971014492754,3.897373914718628
sick_2,1,chi2,idw,minkowski,2,0.9239130434782609,3.888183355331421
sick_2,1,chi2,idw,hamming,,0.9239130434782609,1.8714900016784668
sick_2,1,chi2,sheppard,minkowski,1,0.9057971014492754,3.85619854927063
sick_2,1,chi2,sheppard,minkowski,2,0.9239130434782609,3.7989397048950195
sick_2,1,chi2,sheppard,hamming,,0.9239130434782609,1.8314638137817383
sick_2,3,eq_weight,majority,minkowski,1,0.8985507246376812,3.846280097961426
sick_2,3,eq_weight,majority,minkowski,2,0.8007246376811594,3.8519866466522217
sick_2,3,eq_weight,majority,hamming,,0.9347826086956522,1.8533542156219482
sick_2,3,eq_weight,idw,minkowski,1,0.9021739130434783,3.859428644180298
sick_2,3,eq_weight,idw,minkowski,2,0.822463768115942,3.8653478622436523
sick_2,3,eq_weight,idw,hamming,,0.9347826086956522,1.8894824981689453
sick_2,3,eq_weight,sheppard,minkowski,1,0.8985507246376812,3.828160285949707
sick_2,3,eq_weight,sheppard,minkowski,2,0.8007246376811594,3.8601388931274414
sick_2,3,eq_weight,sheppard,hamming,,0.9456521739130435,1.851919174194336
sick_2,3,information_gain,majority,minkowski,1,0.9202898550724637,3.9506418704986572
sick_2,3,information_gain,majority,minkowski,2,0.9202898550724637,3.943108558654785
sick_2,3,information_gain,majority,hamming,,0.9384057971014492,1.9587712287902832
sick_2,3,information_gain,idw,minkowski,1,0.9202898550724637,3.9270620346069336
sick_2,3,information_gain,idw,minkowski,2,0.9202898550724637,3.973933696746826
sick_2,3,information_gain,idw,hamming,,0.9347826086956522,1.9570107460021973
sick_2,3,information_gain,sheppard,minkowski,1,0.9202898550724637,3.9729912281036377
sick_2,3,information_gain,sheppard,minkowski,2,0.9202898550724637,3.9853737354278564
sick_2,3,information_gain,sheppard,hamming,,0.9420289855072463,1.9843134880065918
sick_2,3,chi2,majority,minkowski,1,0.9456521739130435,3.8062539100646973
sick_2,3,chi2,majority,minkowski,2,0.9420289855072463,3.8304214477539062
sick_2,3,chi2,majority,hamming,,0.9347826086956522,1.8409998416900635
sick_2,3,chi2,idw,minkowski,1,0.9528985507246377,3.875123977661133
sick_2,3,chi2,idw,minkowski,2,0.9384057971014492,3.9440865516662598
sick_2,3,chi2,idw,hamming,,0.9347826086956522,1.8741545677185059
sick_2,3,chi2,sheppard,minkowski,1,0.9456521739130435,3.881625175476074
sick_2,3,chi2,sheppard,minkowski,2,0.9420289855072463,3.829970121383667
sick_2,3,chi2,sheppard,hamming,,0.9456521739130435,1.852569818496704
sick_2,5,eq_weight,majority,minkowski,1,0.894927536231884,3.852008819580078
sick_2,5,eq_weight,majority,minkowski,2,0.9202898550724637,3.808098316192627
sick_2,5,eq_weight,majority,hamming,,0.9347826086956522,1.837519884109497
sick_2,5,eq_weight,idw,minkowski,1,0.9021739130434783,3.8798654079437256
sick_2,5,eq_weight,idw,minkowski,2,0.9311594202898551,3.8288679122924805
sick_2,5,eq_weight,idw,hamming,,0.9347826086956522,1.8432328701019287
sick_2,5,eq_weight,sheppard,minkowski,1,0.894927536231884,3.825766086578369
sick_2,5,eq_weight,sheppard,minkowski,2,0.9202898550724637,3.8634138107299805
sick_2,5,eq_weight,sheppard,hamming,,0.9528985507246377,1.8619070053100586
sick_2,5,information_gain,majority,minkowski,1,0.9202898550724637,3.975238800048828
sick_2,5,information_gain,majority,minkowski,2,0.9202898550724637,3.9771814346313477
sick_2,5,information_gain,majority,hamming,,0.9347826086956522,1.9371895790100098
sick_2,5,information_gain,idw,minkowski,1,0.9202898550724637,3.9355406761169434
sick_2,5,information_gain,idw,minkowski,2,0.9202898550724637,3.952585220336914
sick_2,5,information_gain,idw,hamming,,0.9456521739130435,1.9847111701965332
sick_2,5,information_gain,sheppard,minkowski,1,0.9202898550724637,3.994213104248047
sick_2,5,information_gain,sheppard,minkowski,2,0.9202898550724637,3.9934349060058594
sick_2,5,information_gain,sheppard,hamming,,0.9492753623188406,1.9744336605072021
sick_2,5,chi2,majority,minkowski,1,0.9347826086956522,3.877891778945923
sick_2,5,chi2,majority,minkowski,2,0.9492753623188406,3.8723032474517822
sick_2,5,chi2,majority,hamming,,0.9347826086956522,1.8602805137634277
sick_2,5,chi2,idw,minkowski,1,0.9456521739130435,3.8078930377960205
sick_2,5,chi2,idw,minkowski,2,0.9492753623188406,3.858358383178711
sick_2,5,chi2,idw,hamming,,0.9347826086956522,1.855652093887329
sick_2,5,chi2,sheppard,minkowski,1,0.9347826086956522,3.8782100677490234
sick_2,5,chi2,sheppard,minkowski,2,0.9492753623188406,3.9076333045959473
sick_2,5,chi2,sheppard,hamming,,0.9528985507246377,1.8441505432128906
sick_2,7,eq_weight,majority,minkowski,1,0.9166666666666666,3.881230354309082
sick_2,7,eq_weight,majority,minkowski,2,0.9202898550724637,3.8688454627990723
sick_2,7,eq_weight,majority,hamming,,0.9347826086956522,1.8525714874267578
sick_2,7,eq_weight,idw,minkowski,1,0.9166666666666666,3.8737072944641113
sick_2,7,eq_weight,idw,minkowski,2,0.9347826086956522,3.8834290504455566
sick_2,7,eq_weight,idw,hamming,,0.9347826086956522,1.847898244857788
sick_2,7,eq_weight,sheppard,minkowski,1,0.9166666666666666,3.8629462718963623
sick_2,7,eq_weight,sheppard,minkowski,2,0.9202898550724637,3.861572504043579
sick_2,7,eq_weight,sheppard,hamming,,0.9492753623188406,1.861912727355957
sick_2,7,information_gain,majority,minkowski,1,0.9202898550724637,4.010587215423584
sick_2,7,information_gain,majority,minkowski,2,0.9202898550724637,3.988893508911133
sick_2,7,information_gain,majority,hamming,,0.927536231884058,1.9665849208831787
sick_2,7,information_gain,idw,minkowski,1,0.9202898550724637,4.025662899017334
sick_2,7,information_gain,idw,minkowski,2,0.9202898550724637,3.9525647163391113
sick_2,7,information_gain,idw,hamming,,0.9311594202898551,1.9526572227478027
sick_2,7,information_gain,sheppard,minkowski,1,0.9202898550724637,3.9582605361938477
sick_2,7,information_gain,sheppard,minkowski,2,0.9202898550724637,3.994252920150757
sick_2,7,information_gain,sheppard,hamming,,0.9456521739130435,1.9392426013946533
sick_2,7,chi2,majority,minkowski,1,0.9456521739130435,3.8561782836914062
sick_2,7,chi2,majority,minkowski,2,0.9492753623188406,3.8827414512634277
sick_2,7,chi2,majority,hamming,,0.9347826086956522,1.869356393814087
sick_2,7,chi2,idw,minkowski,1,0.9565217391304348,3.8556103706359863
sick_2,7,chi2,idw,minkowski,2,0.9492753623188406,3.9428110122680664
sick_2,7,chi2,idw,hamming,,0.9347826086956522,1.8655040264129639
sick_2,7,chi2,sheppard,minkowski,1,0.9528985507246377,3.843496799468994
sick_2,7,chi2,sheppard,minkowski,2,0.9528985507246377,3.825493097305298
sick_2,7,chi2,sheppard,hamming,,0.9492753623188406,1.8607044219970703
sick_3,1,eq_weight,majority,minkowski,1,0.9063670411985019,3.6955220699310303
sick_3,1,eq_weight,majority,minkowski,2,0.9063670411985019,3.707289457321167
sick_3,1,eq_weight,majority,hamming,,0.9250936329588015,1.7882752418518066
sick_3,1,eq_weight,idw,minkowski,1,0.9063670411985019,3.7798454761505127
sick_3,1,eq_weight,idw,minkowski,2,0.9063670411985019,3.8146603107452393
sick_3,1,eq_weight,idw,hamming,,0.9250936329588015,1.8071260452270508
sick_3,1,eq_weight,sheppard,minkowski,1,0.9063670411985019,3.732555389404297
